uso_servicio_mensual,soportes_tickets,antiguedad_meses,satisfaccion,consumo_promedio,retrasos_pago,ingreso_estimado,interacciones_app,descuentos_recibidos,uso_canales_digitales,nps,variabilidad_consumo,churn
0.16279422208866712,0.8539801927564163,15.0,5.0,2.549400196522414,1.0,1918.18,1.881128959710654,1.1420101876077748,-0.8853058307764315,-4.319435157593047,2.7746123278891353,0
-2.3923869268052576,-1.3770368667825426,25.0,4.13,-2.6347744144108205,8.0,3074.58,0.6145064095891046,0.006800856444291847,-1.533909364860774,-1.315127630107048,2.010452393333286,0
2.8869327649843366,1.3469098455982373,14.0,5.0,1.4830150218250004,0.0,2123.33,-0.20417232285139722,3.6865025969676735,1.4463107524721508,-0.9795789316221861,3.711504029443961,0
-0.32950563712617176,2.831222969591845,2.0,4.64,3.08760146753048,4.0,2468.62,-0.868328182640943,-1.404904864658412,-0.279976998263224,-1.530911085234142,0.1252830306885947,1
-4.869938392827741,-1.3837869865152164,6.0,5.0,-2.090194480015042,3.0,2206.8,-1.2628884448320585,-3.5543978712730557,3.431811348254902,-3.0646927155575603,5.256073152183685,1
1.3381929642640582,0.9981145932686897,19.0,5.0,2.0923847349683777,2.0,2060.66,-0.7501686246225601,3.312368119517467,1.537597407953665,-2.7649613256520675,3.570961200396977,0
-1.3070287920112262,0.40577027742234373,9.0,5.0,1.4181877743249616,4.0,800.0,0.691755332100313,-1.9812103257061504,-1.0478733775383138,-3.3030520952959987,0.9870740755233018,0
3.225617341772367,0.6144885500597235,5.0,4.6,-2.717763445992248,1.0,2068.53,-0.1730384560005348,-2.508396201060452,-0.6500206449959918,4.375608134922874,0.2473414421674306,0
1.0880402806652056,0.3790216028526795,15.0,5.0,0.15863565792778478,4.0,3299.66,0.586876084876238,1.5820551440321142,0.07298857824599714,-1.3384497752053253,1.3014180239361417,0
2.704023222213526,2.2602960838523996,20.0,5.0,1.1436241870174275,3.0,3779.46,0.060103234089113416,1.003706895909025,-1.3118644246847129,0.5443802669704861,1.726791225124526,0
1.0274298920014433,1.2223401912322607,34.0,2.43,1.6553977234351684,3.0,1338.2,0.23349599292209147,-0.7946757293991746,2.184447976303501,0.991662908190615,1.1422965985007025,0
-5.070831461635756,3.856443735172083,19.0,2.82,4.920304495081455,3.0,2809.04,0.792608629775127,-4.462923486193914,-2.3377784861071365,-3.5626660456612824,-0.6444143058780878,1
2.3744160464501904,-0.022324321977074346,35.0,5.0,1.3836889496208047,4.0,2763.08,-0.17849133515680443,1.4855598610988652,-0.9068885352408982,-2.7893163820949884,4.1121365630931415,0
-1.2525939274043054,1.1471172877341886,25.0,5.0,2.2969333224170576,3.0,1736.11,0.41597150352760487,1.3168386085866741,-4.376101093179834,-5.591483615484833,-0.7173302325576041,0
-0.9536714374209478,-1.995078366491225,14.0,4.1,-0.807717642422958,1.0,2593.74,0.36435276029423114,-1.3740577287937163,-1.9547296865584909,-1.8265079069297465,-0.543904445804682,1
-1.2882347803510545,1.4651212839729868,5.0,3.78,5.180464863631207,3.0,2238.2,0.6169529610683203,2.9487443912215934,-0.8023032933990442,-5.933327111998106,0.4118955233767765,0
0.3372927916401871,1.5842975039691178,5.0,2.08,-0.2823465079577523,6.0,3252.07,0.5511689173873862,-0.3820365620734235,1.2068756887710785,2.7534245957687586,1.3202962964506613,0
-1.9307114626881803,1.679975688485857,22.0,5.0,2.0174502714101314,6.0,2594.85,-1.0223140404549,-1.099130228206259,-2.9791000000198826,-5.048158454141354,0.38911152069704424,0
0.45130462966993834,1.5656616808254373,8.0,4.26,-0.2717589906441703,0.0,2982.36,-0.04770463245626494,-1.3299127428264224,-1.677522440827602,0.4727527111200583,0.720654924385757,0
1.3104878621130327,1.2948588352541988,21.0,5.0,1.981735365847085,0.0,1132.56,-0.09021865692941133,1.9669647978839313,-0.30519514266501235,-2.358210465819734,2.5912619840289453,0
-1.4992110279779989,4.305591060522643,48.0,3.78,-3.953841519277539,7.0,3318.53,1.0730742237620807,2.9142931720173504,-2.565069937964017,0.30770253167938594,2.4067826594761694,1
2.1493561238010015,-0.0016723594282506138,31.0,5.0,-2.027902414485624,3.0,3244.81,-0.6734121999855153,1.4239698683987858,-1.9989547321284808,0.45753111746088443,-0.3551067294380934,0
2.4560058122746504,-1.9379062994210563,11.0,5.0,-0.7223236641451634,4.0,2616.78,-1.2075979346462065,0.7532530216557856,-0.3069588039594836,-1.0979264806343452,3.8028946047438694,0
-2.8399836631775512,0.870343042609181,35.0,1.52,-1.2848973760073825,2.0,1937.8,-0.8703517101431126,-2.4687530954712757,-1.308286429497282,0.4010298845180693,-1.0411437104042234,0
-0.4798372894194318,-1.8490059553518656,24.0,5.0,-3.527900232436199,4.0,2758.26,0.7431082604815079,-2.1187969535275424,-0.1302948935878545,0.3816669568122271,0.19365371287590327,1
-0.8056521011023525,-0.6826827313125079,15.0,1.0,0.59658963830346,1.0,1855.46,-0.015361002587484737,1.0431849834852671,1.7429157708031258,0.3610327506382646,-0.8557003334484357,1
1.7183671613848794,-0.9673950049091695,29.0,5.0,0.7267851686765052,2.0,2408.04,-0.7246111501612931,-0.7805075998932112,-2.4666270539014326,-3.276490472039213,3.1487250855907014,0
0.8527304800435933,-1.4982950514806102,19.0,5.0,1.2612431921883613,1.0,2306.34,0.536824345654131,-0.01164744396852413,-2.3625245062969156,-3.7923882952228642,1.409653947726364,0
0.2120953885988177,0.6364856992533015,10.0,3.35,-0.4205763915657257,6.0,1655.94,-0.17908177565218122,-0.6426238448470112,-0.5918986576205476,0.7391188952897805,2.112488303676752,0
0.6956336739388242,-0.2519015287136841,17.0,5.0,1.184474477561043,6.0,1137.52,-1.7503042938200533,-0.7034777508665877,-0.9240788331460322,-1.9723290873052228,3.0427625237372453,0
0.015085430160108437,0.804993214850288,37.0,4.66,-0.8592115591489444,1.0,4050.34,-0.4999771165308422,-1.554917901155609,-3.1330050761357655,-1.1232594583015256,1.8201868180718406,0
-0.7299219472513612,-0.2892136822028972,16.0,5.0,2.781041317302998,3.0,1975.68,-2.5813300941660744,2.5332935148512643,-2.242539886890354,-6.296871235181825,0.9224660222054095,0
1.5440090898321908,-0.7387276466055086,2.0,3.62,1.560697972250154,2.0,3227.79,0.3381098959796487,3.5142743580564497,2.889091688491281,-1.6590436290517587,2.2868261559307,0
0.7237460047152231,-0.3842511149416554,14.0,5.0,1.8229025246200041,2.0,1865.11,0.4952092744370767,2.813932058525995,0.051831628736173974,-4.152423059972794,2.5952686046870292,0
-1.361337678582567,2.099725457271596,19.0,5.0,2.1661398496719815,7.0,4031.68,0.5844302850087351,-1.3990254331642962,-0.9638549294999357,-1.8142754039900997,2.51663062750765,0
0.4597866822752936,1.937195279996399,50.0,3.49,-1.019535013990693,8.0,2680.27,-0.44458427163579867,-0.8584240603012561,-0.7518425397406459,0.6884892629506618,0.9777193316412861,0
-1.6478402055145982,0.7126574879673181,19.0,2.98,-0.7049650909727945,0.0,2987.37,-0.019392074541862276,-1.7301974522276726,-1.309534878766164,-0.24822079828467575,0.333953085916021,0
-2.187229524167974,-0.9925062213190292,16.0,5.0,1.6263823392770367,7.0,2212.6,-0.9845231322397223,2.071799157663336,-2.613157822315997,-6.748314215254133,-0.7238378179971574,0
-3.755026185480084,3.246110407862377,17.0,2.21,-0.2744203487447383,1.0,4116.84,0.8255556060234284,-1.6778480369863908,-1.0018565740526373,0.13049404119936864,0.1772357410920311,0
2.720586529427692,-2.523286328965858,29.0,5.0,1.802252468740746,2.0,3471.99,0.12886966253051366,1.004780675382691,-3.9137308245005222,-4.291373425729806,-1.216036910116975,1
-1.8030532173008382,4.05220396102183,3.0,3.85,-0.9385905999114528,2.0,2257.33,0.5286712139188467,-5.229670464877926,1.8526600010826964,3.825497200518952,1.0400477129078154,1
-1.6997023999289684,0.5607449233425801,8.0,3.95,0.9167386070144746,3.0,3081.04,0.8695843992021148,-0.231329466463003,-1.8018480632173235,-2.9511994252040696,0.10199638302635972,1
