uso_servicio_mensual,soportes_tickets,antiguedad_meses,satisfaccion,consumo_promedio,retrasos_pago,ingreso_estimado,interacciones_app,descuentos_recibidos,uso_canales_digitales,nps,variabilidad_consumo,churn,probabilidad_churn,prediccion_churn
0.1627942220886671,0.8539801927564163,15.0,5.0,2.549400196522414,1.0,1918.18,1.881128959710654,1.1420101876077748,-0.8853058307764315,-4.319435157593047,2.7746123278891357,0,0.07333333333333333,0
-2.3923869268052576,-1.3770368667825426,25.0,4.13,-2.6347744144108205,8.0,3074.58,0.6145064095891046,0.0068008564442918,-1.533909364860774,-1.315127630107048,2.010452393333286,0,0.08333333333333333,0
2.8869327649843366,1.3469098455982371,14.0,5.0,1.4830150218250004,0.0,2123.33,-0.2041723228513972,3.6865025969676735,1.4463107524721508,-0.979578931622186,3.711504029443961,0,0.09,0
-0.3295056371261717,2.831222969591845,2.0,4.64,3.08760146753048,4.0,2468.62,-0.868328182640943,-1.404904864658412,-0.279976998263224,-1.530911085234142,0.1252830306885947,1,0.7733333333333333,1
-4.869938392827741,-1.3837869865152164,6.0,5.0,-2.090194480015042,3.0,2206.8,-1.2628884448320583,-3.554397871273056,3.431811348254902,-3.0646927155575603,5.256073152183685,1,0.9033333333333333,1
1.3381929642640582,0.9981145932686896,19.0,5.0,2.0923847349683777,2.0,2060.66,-0.7501686246225601,3.312368119517467,1.537597407953665,-2.7649613256520675,3.570961200396977,0,0.02666666666666667,0
-1.3070287920112262,0.4057702774223437,9.0,5.0,1.4181877743249616,4.0,800.0,0.691755332100313,-1.9812103257061504,-1.0478733775383138,-3.3030520952959987,0.9870740755233018,0,0.43333333333333335,0
3.225617341772367,0.6144885500597235,5.0,4.6,-2.717763445992248,1.0,2068.53,-0.1730384560005348,-2.508396201060452,-0.6500206449959918,4.375608134922874,0.2473414421674306,0,0.03666666666666667,0
1.0880402806652056,0.3790216028526795,15.0,5.0,0.1586356579277847,4.0,3299.66,0.586876084876238,1.5820551440321142,0.0729885782459971,-1.3384497752053253,1.3014180239361417,0,0.05333333333333334,0
2.704023222213526,2.2602960838524,20.0,5.0,1.1436241870174275,3.0,3779.46,0.0601032340891134,1.003706895909025,-1.3118644246847129,0.5443802669704861,1.726791225124526,0,0.016666666666666666,0
1.0274298920014433,1.222340191232261,34.0,2.43,1.6553977234351684,3.0,1338.2,0.2334959929220914,-0.7946757293991746,2.184447976303501,0.991662908190615,1.1422965985007023,0,0.02666666666666667,0
-5.070831461635756,3.856443735172083,19.0,2.82,4.920304495081455,3.0,2809.04,0.792608629775127,-4.462923486193914,-2.3377784861071365,-3.5626660456612824,-0.6444143058780878,1,0.86,1
2.3744160464501904,-0.0223243219770743,35.0,5.0,1.383688949620805,4.0,2763.08,-0.1784913351568044,1.4855598610988652,-0.9068885352408982,-2.7893163820949884,4.1121365630931415,0,0.043333333333333335,0
-1.2525939274043054,1.1471172877341886,25.0,5.0,2.2969333224170576,3.0,1736.11,0.4159715035276048,1.316838608586674,-4.376101093179834,-5.591483615484833,-0.7173302325576041,0,0.08333333333333333,0
-0.9536714374209478,-1.995078366491225,14.0,4.1,-0.807717642422958,1.0,2593.74,0.3643527602942311,-1.3740577287937163,-1.9547296865584909,-1.8265079069297463,-0.543904445804682,1,0.87,1
-1.2882347803510543,1.4651212839729868,5.0,3.78,5.180464863631207,3.0,2238.2,0.6169529610683203,2.9487443912215934,-0.8023032933990442,-5.933327111998106,0.4118955233767765,0,0.5466666666666666,1
0.3372927916401871,1.5842975039691178,5.0,2.08,-0.2823465079577523,6.0,3252.07,0.5511689173873862,-0.3820365620734235,1.2068756887710783,2.753424595768758,1.3202962964506613,0,0.013333333333333334,0
-1.9307114626881805,1.679975688485857,22.0,5.0,2.0174502714101314,6.0,2594.85,-1.0223140404549,-1.099130228206259,-2.9791000000198826,-5.048158454141354,0.3891115206970442,0,0.03666666666666667,0
0.4513046296699383,1.565661680825437,8.0,4.26,-0.2717589906441703,0.0,2982.36,-0.0477046324562649,-1.3299127428264224,-1.677522440827602,0.4727527111200583,0.720654924385757,0,0.01,0
